District,Date,label,rain_1d,rain_3d,rain_7d,rain_lag_1d,mean_elevation,mean_slope,distance_to_major_river
bellary,2020-12-13,0,0.0,0.0,3.205568407972654,0.0,,,
bellary,2020-12-14,0,0.0,0.0,3.1471378445625304,0.0,,,
bellary,2020-12-15,0,0.0,0.0,2.3475598191221554,0.0,,,
bellary,2020-12-16,0,0.0,0.0,0.23128313620885257,0.0,,,
bellary,2020-12-17,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-18,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-19,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-20,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-21,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-22,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-23,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-24,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-25,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-26,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-27,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-28,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-29,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-30,0,0.0,0.0,0.0,0.0,,,
bellary,2020-12-31,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-01,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-02,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-03,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-04,0,0.004177003602186839,0.0041770036021797335,0.004177003602187283,0.0,,,
bellary,2021-01-05,0,0.526464597384135,0.5306416009863147,0.5306416009863223,0.004177003602186839,,,
bellary,2021-01-06,0,0.0,0.5306416009863147,0.5306416009863223,0.526464597384135,,,
bellary,2021-01-07,0,7.263497001926104,7.789961599310232,7.794138602912426,0.0,,,
bellary,2021-01-08,0,1.0995783612132073,8.363075363139304,8.893716964125634,7.263497001926104,,,
bellary,2021-01-09,0,3.002302787701289,11.365378150840593,11.896019751826923,1.0995783612132073,,,
bellary,2021-01-10,0,0.0,4.101881148914489,11.896019751826923,3.002302787701289,,,
bellary,2021-01-11,0,0.0,3.0023027877012822,11.891842748224736,0.0,,,
bellary,2021-01-12,0,0.0,0.0,11.365378150840602,0.0,,,
bellary,2021-01-13,0,0.0,0.0,11.365378150840602,0.0,,,
bellary,2021-01-14,0,0.0,0.0,4.101881148914496,0.0,,,
bellary,2021-01-15,0,0.0,0.0,3.0023027877012893,0.0,,,
bellary,2021-01-16,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-17,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-18,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-19,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-20,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-21,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-22,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-23,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-24,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-25,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-26,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-27,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-28,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-29,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-30,0,0.0,0.0,0.0,0.0,,,
bellary,2021-01-31,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-01,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-02,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-03,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-04,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-05,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-06,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-07,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-08,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-09,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-10,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-11,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-12,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-13,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-14,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-15,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-16,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-17,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-18,0,0.0,0.0,0.0,0.0,,,
bellary,2021-02-19,0,1.1256117254495621,1.125611725449555,1.1256117254495621,0.0,,,
bellary,2021-02-20,0,1.129812902212143,2.2554246276616983,2.2554246276617054,1.1256117254495621,,,
bellary,2021-02-21,0,0.38865038255850476,2.644075010220203,2.64407501022021,1.129812902212143,,,
bellary,2021-02-22,0,1.7659414112567902,3.2844046960274307,4.410016421477,0.38865038255850476,,,
bellary,2021-02-23,0,0.0,2.154591793815288,4.410016421477,1.7659414112567902,,,
bellary,2021-02-24,0,0.0,1.765941411256783,4.410016421477,0.0,,,
bellary,2021-02-25,0,0.0,0.0,4.410016421477,0.0,,,
bellary,2021-02-26,0,0.0,0.0,3.2844046960274382,0.0,,,
bellary,2021-02-27,0,0.0,0.0,2.154591793815295,0.0,,,
bellary,2021-02-28,0,0.0,0.0,1.7659414112567902,0.0,,,
bellary,2021-03-01,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-02,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-03,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-04,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-05,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-06,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-07,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-08,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-09,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-10,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-11,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-12,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-13,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-14,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-15,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-16,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-17,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-18,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-19,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-20,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-21,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-22,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-23,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-24,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-25,0,0.0,0.0,0.0,0.0,,,
bellary,2021-03-26,0,0.25248003701368965,0.25248003701368255,0.25248003701368965,0.0,,,
bellary,2021-03-27,0,0.0,0.25248003701368255,0.25248003701368965,0.25248003701368965,,,
bellary,2021-03-28,0,0.0,0.25248003701368255,0.25248003701368965,0.0,,,
bellary,2021-03-29,0,0.253172554820776,0.2531725548207689,0.5056525918344656,0.0,,,
bellary,2021-03-30,0,0.0,0.2531725548207689,0.5056525918344656,0.253172554820776,,,
bellary,2021-03-31,0,0.0,0.2531725548207689,0.5056525918344656,0.0,,,
bellary,2021-04-01,0,0.0,0.0,0.5056525918344656,0.0,,,
bellary,2021-04-02,0,0.0,0.0,0.253172554820776,0.0,,,
bellary,2021-04-03,0,0.0,0.0,0.253172554820776,0.0,,,
bellary,2021-04-04,0,0.0,0.0,0.253172554820776,0.0,,,
bellary,2021-04-05,0,0.0,0.0,0.0,0.0,,,
bellary,2021-04-06,0,0.2304327219724655,0.2304327219724584,0.2304327219724655,0.0,,,
bellary,2021-04-07,0,0.0,0.2304327219724584,0.2304327219724655,0.2304327219724655,,,
bellary,2021-04-08,0,0.0,0.2304327219724584,0.2304327219724655,0.0,,,
bellary,2021-04-09,0,0.0,0.0,0.2304327219724655,0.0,,,
bellary,2021-04-10,0,0.22719513376553854,0.22719513376553144,0.457627855738004,0.0,,,
bellary,2021-04-11,0,0.0,0.22719513376553144,0.457627855738004,0.22719513376553854,,,
bellary,2021-04-12,0,0.0,0.22719513376553144,0.457627855738004,0.0,,,
bellary,2021-04-13,0,0.030958310266335807,0.0309583102663287,0.25815344403187435,0.0,,,
bellary,2021-04-14,0,0.23667443792025247,0.26763274818658117,0.4948278819521268,0.030958310266335807,,,
bellary,2021-04-15,0,7.570164794723193,7.837797542909774,8.06499267667532,0.23667443792025247,,,
bellary,2021-04-16,0,0.43132732311884564,8.238166555762284,8.496319999794165,7.570164794723193,,,
bellary,2021-04-17,0,0.0,8.001492117842032,8.269124866028626,0.43132732311884564,,,
bellary,2021-04-18,0,0.0,0.43132732311883853,8.269124866028626,0.0,,,
bellary,2021-04-19,0,0.8155559346079826,0.8155559346079755,9.084680800636608,0.0,,,
bellary,2021-04-20,0,0.3256649206082026,1.141220855216178,9.379387410978476,0.8155559346079826,,,
bellary,2021-04-21,0,0.47212067544460296,1.613341530660781,9.614833648502827,0.3256649206082026,,,
bellary,2021-04-22,0,0.9621444185574849,1.7599300146102834,3.006813272337118,0.47212067544460296,,,
bellary,2021-04-23,0,8.092436944444975,9.526702038447056,10.667922893663247,0.9621444185574849,,,
bellary,2021-04-24,0,3.5355616584420204,12.590143021444472,14.203484552105268,8.092436944444975,,,
bellary,2021-04-25,0,0.7648740202188492,12.392872623105838,14.968358572324117,3.5355616584420204,,,
bellary,2021-04-26,0,0.0,4.300435678660863,14.152802637716135,0.7648740202188492,,,
bellary,2021-04-27,0,0.0,0.7648740202188421,13.827137717107933,0.0,,,
bellary,2021-04-28,0,1.335430569946766,1.3354305699467588,14.690447611610095,0.0,,,
bellary,2021-04-29,0,1.3502081880966823,2.6856387580434413,15.078511381149292,1.335430569946766,,,
bellary,2021-04-30,0,4.244228051354487,6.929866809397929,11.230302488058804,1.3502081880966823,,,
bellary,2021-05-01,0,0.0,5.594436239451163,7.694740829616783,4.244228051354487,,,
bellary,2021-05-02,0,1.7474070976177851,5.991635148972265,8.677273907015719,0.0,,,
bellary,2021-05-03,0,0.6353436604142189,2.382750758031997,9.312617567429937,1.7474070976177851,,,
bellary,2021-05-04,0,0.07490580230951309,2.45765656034151,9.38752336973945,0.6353436604142189,,,
bellary,2021-05-05,0,2.334368039170901,3.044617501894626,10.386460838963586,0.07490580230951309,,,
bellary,2021-05-06,0,5.617711234092712,8.02698507557312,14.653963884959616,2.334368039170901,,,
bellary,2021-05-07,0,2.3504413843154905,10.302520657579098,12.76017721792062,5.617711234092712,,,
bellary,2021-05-08,0,7.275752284129461,15.243904902537658,20.03592950205008,2.3504413843154905,,,
bellary,2021-05-09,0,0.7609743868311246,10.387168055276069,19.049496791263422,7.275752284129461,,,
bellary,2021-05-10,0,1.3182612503568332,9.354987921317413,19.73241438120603,0.7609743868311246,,,
bellary,2021-05-11,0,0.5595857319732507,2.638821369161202,20.21709431086977,1.3182612503568332,,,
bellary,2021-05-12,0,12.232807466884454,14.110654449214532,30.115533738583323,0.5595857319732507,,,
bellary,2021-05-13,0,3.372934039433797,16.165327238291493,27.87075654392441,12.232807466884454,,,
bellary,2021-05-14,0,2.10102425913016,17.706765765448402,27.62133941873908,3.372934039433797,,,
bellary,2021-05-15,0,1.8204034343361855,7.294361732900136,22.1659905689458,2.10102425913016,,,
bellary,2021-05-16,0,2.6220583925644556,6.543486086030795,24.027074574679133,1.8204034343361855,,,
bellary,2021-05-17,0,0.3101627876361211,4.752624614536756,23.018976111958423,2.6220583925644556,,,
bellary,2021-05-18,0,1.431813948849837,4.364035129050406,23.89120432883501,0.3101627876361211,,,
bellary,2021-05-19,0,2.323173740506172,4.065150476992123,13.981570602456728,1.431813948849837,,,
bellary,2021-05-20,0,4.86038307150205,8.615370760858053,15.46901963452498,2.323173740506172,,,
bellary,2021-05-21,0,3.104863914847374,10.288420726855588,16.472859290242194,4.86038307150205,,,
bellary,2021-05-22,0,10.031243429581325,17.996490415930744,24.683699285487332,3.104863914847374,,,
bellary,2021-05-23,0,0.6040946940581003,13.740202038486794,22.66573558698098,10.031243429581325,,,
bellary,2021-05-24,0,3.3500510747234027,13.985389198362823,25.70562387406826,0.6040946940581003,,,
bellary,2021-05-25,0,2.275269176562627,6.229414945344125,26.549079101781047,3.3500510747234027,,,
bellary,2021-05-26,0,7.230118036766847,12.85543828805287,31.456023398041722,2.275269176562627,,,
bellary,2021-05-27,0,2.1859217658638954,11.691308979193362,28.78156209240357,7.230118036766847,,,
bellary,2021-05-28,0,0.0,9.416039802630738,25.676698177556197,2.1859217658638954,,,
bellary,2021-05-29,0,1.050350581606229,3.236272347470118,16.6958053295811,0.0,,,
bellary,2021-05-30,0,0.0,1.0503505816062229,16.091710635522997,1.050350581606229,,,
bellary,2021-05-31,0,0.0,1.0503505816062229,12.741659560799595,0.0,,,
bellary,2021-06-01,0,0.05871002376079559,0.058710023760789376,10.525100407997764,0.0,,,
bellary,2021-06-02,0,0.44638683398564655,0.5050968577464359,3.741369205216563,0.05871002376079559,,,
bellary,2021-06-03,0,25.68540466626485,26.19050152401129,27.24085210561752,0.44638683398564655,,,
bellary,2021-06-04,0,18.7447690675656,44.87656056781609,45.98562117318312,25.68540466626485,,,
bellary,2021-06-05,0,11.088830584287644,55.519004318118085,56.02410117586453,18.7447690675656,,,
bellary,2021-06-06,0,12.416639037926991,42.25023868978023,68.44074021379153,11.088830584287644,,,
bellary,2021-06-07,0,1.401163026690483,24.906632648905116,69.84190324048201,12.416639037926991,,,
bellary,2021-06-08,0,0.0,13.81780206461747,69.78319321672122,1.401163026690483,,,
bellary,2021-06-09,0,0.0,1.4011630266904795,69.33680638273557,0.0,,,
bellary,2021-06-10,0,0.780448033909003,0.7804480339089994,44.43184975037971,0.0,,,
bellary,2021-06-11,0,0.0,0.7804480339089994,25.687080682814116,0.780448033909003,,,
bellary,2021-06-12,0,0.01261711965004603,0.7930651535590455,14.61086721817652,0.0,,,
bellary,2021-06-13,0,0.7411471163233121,0.7537642359733546,2.9353752965728406,0.01261711965004603,,,
bellary,2021-06-14,0,1.8373885872463385,2.591152823219693,3.371600857128696,0.7411471163233121,,,
bellary,2021-06-15,0,0.11330464979012807,2.6918403533597752,3.484905506918824,1.8373885872463385,,,
bellary,2021-06-16,0,1.606667311489582,3.557360548526045,5.091572818408406,0.11330464979012807,,,
bellary,2021-06-17,0,9.982118025918801,11.702089987198509,14.293242810418205,1.606667311489582,,,
bellary,2021-06-18,0,5.673635023832321,17.2624203612407,19.966877834250525,9.982118025918801,,,
bellary,2021-06-19,0,1.9027252060671647,17.558478255818287,21.856985920667647,5.673635023832321,,,
bellary,2021-06-20,0,4.8095275123914085,12.385887742290892,25.92536631673574,1.9027252060671647,,,
bellary,2021-06-21,0,0.023857946197191875,6.736110664655763,24.111835675686592,4.8095275123914085,,,
bellary,2021-06-22,0,0.522486091653506,5.355871550242105,24.52101711754997,0.023857946197191875,,,
bellary,2021-06-23,0,0.07357175548871359,0.6199157933394097,22.987921561549104,0.522486091653506,,,
bellary,2021-06-24,0,0.0,0.5960578471422178,13.005803535630301,0.07357175548871359,,,
bellary,2021-06-25,0,0.43469260931015014,0.508264364798862,7.766861121108131,0.0,,,
bellary,2021-06-26,0,0.033217471837997434,0.4679100811481458,5.897353386878964,0.43469260931015014,,,
bellary,2021-06-27,0,21.379277581969898,21.847187663118042,22.467103456457455,0.033217471837997434,,,
bellary,2021-06-28,0,3.639801161487897,25.05229621529579,26.083046671748157,21.379277581969898,,,
bellary,2021-06-29,0,0.130974813302358,25.150053556760152,25.69153539339701,3.639801161487897,,,
bellary,2021-06-30,0,0.0,3.770775974790255,25.617963637908296,0.130974813302358,,,
bellary,2021-07-01,0,0.0,0.130974813302358,25.617963637908296,0.0,,,
bellary,2021-07-02,0,0.6500911990801493,0.6500911990801493,25.8333622276783,0.0,,,
bellary,2021-07-03,0,0.4205116083224614,1.0706028074026108,26.22065636416276,0.6500911990801493,,,
bellary,2021-07-04,0,3.031661500533422,4.102264307936033,7.873040282726285,0.4205116083224614,,,
bellary,2021-07-05,0,7.150539404650529,10.602712513506411,11.383778525888916,3.031661500533422,,,
bellary,2021-07-06,0,1.4192471300562224,11.601448035240173,12.672050842642781,7.150539404650529,,,
bellary,2021-07-07,0,11.736334665616353,20.306121200323105,24.408385508259133,1.4192471300562224,,,
bellary,2021-07-08,0,6.849636253714562,20.005218049387135,31.258021761973694,11.736334665616353,,,
bellary,2021-07-09,0,2.8682042668263117,21.454175186157222,33.476134829719854,6.849636253714562,,,
bellary,2021-07-10,0,5.398535233736038,15.116375754276913,38.45415845513343,2.8682042668263117,,,
bellary,2021-07-11,0,3.1021868981420995,11.36892639870445,38.524683852742115,5.398535233736038,,,
bellary,2021-07-12,0,4.323637079199155,12.824359211077294,35.697781527290736,3.1021868981420995,,,
bellary,2021-07-13,0,1.231313669681549,8.657137647022804,35.509848066916064,4.323637079199155,,,
bellary,2021-07-14,0,2.7204791232943535,8.275429872175058,26.493992524594066,1.231313669681549,,,
bellary,2021-07-15,0,15.826602554321289,19.77839534729719,35.470958825200796,2.7204791232943535,,,
bellary,2021-07-16,0,0.9742807226876418,19.521362400303286,33.57703528106212,15.826602554321289,,,
bellary,2021-07-17,0,1.3409626975655555,18.141845974574487,29.51946274489164,0.9742807226876418,,,
bellary,2021-07-18,0,14.819163610537847,17.134407030791046,41.23643945728739,1.3409626975655555,,,
bellary,2021-07-19,0,25.589661598205566,41.74978790630897,62.5024639762938,14.819163610537847,,,
bellary,2021-07-20,0,1.9022383585572242,42.311063567300636,63.173388665169476,25.589661598205566,,,
bellary,2021-07-21,0,3.1720227440198263,30.663922700782617,63.62493228589494,1.9022383585572242,,,
bellary,2021-07-22,0,7.3709646463394165,12.445225748916467,55.169294377913076,3.1720227440198263,,,
bellary,2021-07-23,0,6.546418052663406,17.08940544302265,60.74143170788884,7.3709646463394165,,,
bellary,2021-07-24,0,1.0673900589346885,14.984772757937511,60.46785906925797,6.546418052663406,,,
bellary,2021-07-25,0,0.20263764187693595,7.816445753475031,45.85133310059707,1.0673900589346885,,,
bellary,2021-07-26,0,0.4280821767946084,1.6981098776062329,20.689753679186104,0.20263764187693595,,,
bellary,2021-07-27,0,0.063304203748703,0.6940240224202474,18.85081952437758,0.4280821767946084,,,
bellary,2021-07-28,0,0.04634398470322291,0.5377303652465343,15.725140765060978,0.063304203748703,,,
bellary,2021-07-29,0,0.004331441720326742,0.11397963017225266,8.358507560441888,0.04634398470322291,,,
bellary,2021-07-30,0,0.35847276200850803,0.4091481884320577,2.17056226978699,0.004331441720326742,,,
bellary,2021-07-31,0,2.0560565958420436,2.4188607995708784,3.159228806694345,0.35847276200850803,,,
bellary,2021-08-01,0,0.535156095524629,2.9496854533751806,3.4917472603420383,2.0560565958420436,,,
bellary,2021-08-02,0,0.277808020512263,2.8690207118789357,3.341473104059693,0.535156095524629,,,
bellary,2021-08-03,0,1.8666776279608408,2.679641743997733,5.144846528271831,0.277808020512263,,,
bellary,2021-08-04,0,1.0715972771247229,3.216082925597827,6.170099820693331,1.8666776279608408,,,
bellary,2021-08-05,0,0.9348244781295458,3.8730993832151093,7.10059285710255,1.0715972771247229,,,
bellary,2021-08-06,0,4.319383952021599,6.325805707275867,11.06150404711564,0.9348244781295458,,,
bellary,2021-08-07,0,0.3336493343114853,5.58785776446263,9.339096785585081,4.319383952021599,,,
bellary,2021-08-08,0,1.0993571018179258,5.75239038815101,9.903297791878378,0.3336493343114853,,,
bellary,2021-08-09,0,1.0008848145604134,2.4338912506898245,10.62637458592653,1.0993571018179258,,,
bellary,2021-08-10,0,3.3002244333426156,5.400466349720954,12.059921391308304,1.0008848145604134,,,
bellary,2021-08-11,0,1.7104768755535285,6.011586123456557,12.69880098973711,3.3002244333426156,,,
bellary,2021-08-12,0,1.6980498691399892,6.708751178036133,13.462026380747552,1.7104768755535285,,,
bellary,2021-08-13,0,6.459230653196573,9.867757397890092,15.601873081922527,1.6980498691399892,,,
bellary,2021-08-14,0,4.333194795747598,12.490475318084162,19.60141854335864,6.459230653196573,,,
bellary,2021-08-15,0,0.1338980833689372,10.92632353231311,18.63595952490965,4.333194795747598,,,
bellary,2021-08-16,0,1.715379798412323,6.182472677528859,19.35045450876156,0.1338980833689372,,,
bellary,2021-08-17,0,12.463111462195714,14.312389343976974,28.51334153761466,1.715379798412323,,,
bellary,2021-08-18,0,4.245736209799846,18.424227470407885,31.048600871860977,12.463111462195714,,,
bellary,2021-08-19,0,2.5950628235936164,19.30391049558918,31.945613826314606,4.245736209799846,,,
bellary,2021-08-20,0,2.271134133885304,9.111933167278767,27.757517307003337,2.5950628235936164,,,
bellary,2021-08-21,0,0.8996578382949034,5.7658547957738255,24.32398034955064,2.271134133885304,,,
bellary,2021-08-22,0,8.423204281926155,11.593996254106365,32.61328654810786,0.8996578382949034,,,
bellary,2021-08-23,0,6.480556684235732,15.803418804456793,37.37846343393127,8.423204281926155,,,
bellary,2021-08-24,0,1.2328024327754974,16.136563398937387,26.14815440451105,6.480556684235732,,,
bellary,2021-08-25,0,2.087747632463773,9.801106749475004,23.990165827174977,1.2328024327754974,,,
bellary,2021-08-26,0,0.06687240153551102,3.3874224667747836,21.461975405116874,2.087747632463773,,,
bellary,2021-08-27,0,2.0454159801205,4.200036014119787,21.236257251352068,0.06687240153551102,,,
bellary,2021-08-28,0,3.611695783336957,5.72398416499297,23.948295196394124,2.0454159801205,,,
bellary,2021-08-29,0,10.272611383597056,15.929723147054515,25.797702298065026,3.611695783336957,,,
bellary,2021-08-30,0,4.99440621137619,18.878713378310206,24.31155182520548,10.272611383597056,,,
bellary,2021-08-31,0,5.058509806295236,20.325527401268484,28.13725919872522,4.99440621137619,,,
bellary,2021-09-01,0,2.180614345272382,12.23353036294381,28.23012591153383,5.058509806295236,,,
bellary,2021-09-02,0,0.9985815172394117,8.237705668807031,29.161835027237732,2.180614345272382,,,
bellary,2021-09-03,0,1.9506321936845779,5.129828056196374,29.067051240801806,0.9985815172394117,,,
bellary,2021-09-04,0,5.8755434346695745,8.824757145593566,31.330898892134428,1.9506321936845779,,,
bellary,2021-09-05,0,1.0943998662134011,8.920575494567556,22.152687374750773,5.8755434346695745,,,
bellary,2021-09-06,0,19.858171856403352,26.82811515728633,37.016453019777934,1.0943998662134011,,,
bellary,2021-09-07,0,3.9220973312854768,24.874669053902235,35.88004054476818,19.858171856403352,,,
bellary,2021-09-08,0,0.6668931434551875,24.44716233114402,34.36631934295098,3.9220973312854768,,,
bellary,2021-09-09,0,0.23478025645017625,4.823770731190844,33.602518082161744,0.6668931434551875,,,
bellary,2021-09-10,0,0.31989724934101105,1.2215706492463783,31.97178313781818,0.23478025645017625,,,
bellary,2021-09-11,0,0.1168187772234281,0.6714962830146189,26.213058480372034,0.31989724934101105,,,
bellary,2021-09-12,0,1.851817990342776,2.2885340169072186,26.970476604501407,0.1168187772234281,,,
bellary,2021-09-13,0,0.24904867261648178,2.2176854401826898,7.361353420714537,1.851817990342776,,,
bellary,2021-09-14,0,1.737751342356205,3.8386180053154666,5.177007431785266,0.24904867261648178,,,
bellary,2021-09-15,0,0.3818819979826609,2.368682012955351,4.8919962863127395,1.737751342356205,,,
bellary,2021-09-16,0,0.06615245888630548,2.185785799225175,4.723368488748869,0.3818819979826609,,,
bellary,2021-09-17,0,0.0,0.44803445686897,4.403471239407858,0.06615245888630548,,,
bellary,2021-09-18,0,0.012882612148920695,0.07903507103522973,4.29953507433335,0.0,,,
bellary,2021-09-19,0,0.0,0.012882612148924248,2.4477170839905735,0.012882612148920695,,,
bellary,2021-09-20,0,0.0,0.012882612148924248,2.1986684113740917,0.0,,,
bellary,2021-09-21,0,7.202888836463292,7.202888836463296,7.663805905481179,0.0,,,
bellary,2021-09-22,0,6.559695432583491,13.762584269046787,13.841619340082008,7.202888836463292,,,
bellary,2021-09-23,0,4.891443409522375,18.65402767856916,18.66691029071808,6.559695432583491,,,
bellary,2021-09-24,0,4.188019211093585,15.639158053199456,22.854929501811664,4.891443409522375,,,
bellary,2021-09-25,0,9.700186113516489,18.77964873413245,32.542233003179234,4.188019211093585,,,
bellary,2021-09-26,0,0.15769651606678964,14.045901840676867,32.69992951924602,9.700186113516489,,,
bellary,2021-09-27,0,0.6343616286913554,10.492244258274638,33.33429114793738,0.15769651606678964,,,
bellary,2021-09-28,0,0.470239195227623,1.2622973399857715,26.601641506701707,0.6343616286913554,,,
bellary,2021-09-29,0,1.2630061462521553,2.3676069701711375,21.30495222037037,0.470239195227623,,,
bellary,2021-09-30,0,0.3707879424095154,2.1040332838892972,16.78429675325751,1.2630061462521553,,,
bellary,2021-10-01,0,0.31600633859634397,1.9498004272580183,12.91228388076027,0.3707879424095154,,,
bellary,2021-10-02,0,14.03277346715331,14.719567748159173,17.244871234397095,0.31600633859634397,,,
bellary,2021-10-03,0,0.2165989766518275,14.565378782401485,17.303773694982134,14.03277346715331,,,
bellary,2021-10-04,0,0.0,14.249372443805141,16.66941206629078,0.2165989766518275,,,
bellary,2021-10-05,0,8.739781234661738,8.956380211313569,24.93895410572489,0.0,,,
bellary,2021-10-06,0,5.721288057168325,14.461069291830066,29.39723601664106,8.739781234661738,,,
bellary,2021-10-07,0,10.927930176258087,25.38899946808815,39.95437825048963,5.721288057168325,,,
bellary,2021-10-08,0,5.565439949433009,22.214658182859424,45.203811861326294,10.927930176258087,,,
bellary,2021-10-09,0,3.6369674881299336,20.130337613821034,34.808005882302915,5.565439949433009,,,
bellary,2021-10-10,0,15.320635798076788,24.523043235639733,49.912042703727884,3.6369674881299336,,,
bellary,2021-10-11,0,6.907242993513743,25.864846279720467,56.819285697241625,15.320635798076788,,,
bellary,2021-10-12,0,2.4958287939429282,24.723707585533464,50.57533325652281,6.907242993513743,,,
bellary,2021-10-13,0,2.543088003496329,11.946159790953004,47.39713320285082,2.4958287939429282,,,
bellary,2021-10-14,0,0.9867953881621361,6.025712185601397,37.455998414754866,2.543088003496329,,,
bellary,2021-10-15,0,2.5518172085285187,6.081700600186988,34.44237567385038,0.9867953881621361,,,
bellary,2021-10-16,0,0.0,3.5386125966906583,30.805408185720445,2.5518172085285187,,,
bellary,2021-10-17,0,0.0,2.5518172085285222,15.484772387643655,0.0,,,
bellary,2021-10-18,0,0.3240318934122721,0.3240318934122757,8.901561287542183,0.0,,,
bellary,2021-10-19,0,0.16694194078445435,0.49097383419673,6.5726744343837105,0.3240318934122721,,,
bellary,2021-10-20,0,0.0,0.49097383419673,4.029586430887381,0.16694194078445435,,,
bellary,2021-10-21,0,2.437577866514524,2.6045198072989817,5.480368909239769,0.0,,,
bellary,2021-10-22,0,2.687554855644703,5.125132722159231,5.616106556355954,2.437577866514524,,,
bellary,2021-10-23,0,0.16582506125171978,5.29095778341095,5.781931617607674,2.687554855644703,,,
bellary,2021-10-24,0,14.7609655102094,17.614345427105828,20.542897127817074,0.16582506125171978,,,
bellary,2021-10-25,0,6.886572597920894,21.81336316938202,27.1054378323257,14.7609655102094,,,
bellary,2021-10-26,0,0.05024682382742564,21.697784931957724,26.98874271536867,6.886572597920894,,,
bellary,2021-10-27,0,0.0,6.936819421748323,26.98874271536867,0.05024682382742564,,,
bellary,2021-10-28,0,0.0,0.05024682382742919,24.551164848854146,0.0,,,
